Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-08-20 08:26:18.584000,4201.93548387,0,4173.22580645,0,4210.0,0,4168.06451613,0,4171.93548387,0,4141.61290323,0,4148.70967742,0,4172.25806452,0,4239.35483871,0,4189.35483871,0,4208.70967742,0,4172.90322581,0,4180.96774194,0,4209.03225806,0,0,0,?
2018-08-20 08:26:18.593000,4166.12903226,0,4136.12903226,0,4162.90322581,0,4179.35483871,0,4197.09677419,0,4169.03225806,0,4141.61290323,0,4181.93548387,0,4204.51612903,0,4149.35483871,0,4170.64516129,0,4184.83870968,0,4135.48387097,0,4166.4516129,0,0,0,?
2018-08-20 08:26:18.599000,4186.77419355,0,4155.48387097,0,4182.58064516,0,4167.09677419,0,4200.0,0,4150.64516129,0,4160.32258065,0,4188.06451613,0,4210.64516129,0,4187.09677419,0,4204.19354839,0,4175.80645161,0,4177.74193548,0,4199.03225806,0,0,0,?
2018-08-20 08:26:18.608000,4192.58064516,0,4181.61290323,0,4197.74193548,0,4175.16129032,0,4190.32258065,0,4146.4516129,0,4174.19354839,0,4180.32258065,0,4202.58064516,0,4162.58064516,0,4224.51612903,0,4217.74193548,0,4202.90322581,0,4175.48387097,0,0,0,?
2018-08-20 08:26:18.616000,4153.22580645,0,4157.09677419,0,4164.83870968,0,4138.70967742,0,4173.87096774,0,4161.29032258,0,4168.70967742,0,4175.80645161,0,4190.64516129,0,4175.80645161,0,4174.83870968,0,4183.22580645,0,4164.51612903,0,4170.0,0,0,0,?
2018-08-20 08:26:18.624000,4170.32258065,0,4204.51612903,0,4207.41935484,0,4172.90322581,0,4173.5483871,0,4150.0,0,4199.67741935,0,4191.61290323,0,4210.96774194,0,4165.80645161,0,4216.77419355,0,4209.03225806,0,4195.80645161,0,4209.67741935,0,0,0,?
2018-08-20 08:26:18.632000,4165.80645161,0,4146.12903226,0,4141.61290323,0,4169.67741935,0,4178.38709677,0,4155.80645161,0,4158.70967742,0,4176.4516129,0,4206.77419355,0,4130.96774194,0,4187.74193548,0,4176.4516129,0,4131.93548387,0,4142.90322581,0,0,0,?
2018-08-20 08:26:18.639000,4165.16129032,0,4141.93548387,0,4144.83870968,0,4141.93548387,0,4178.06451613,0,4141.61290323,0,4136.12903226,0,4172.58064516,0,4181.61290323,0,4133.5483871,0,4189.67741935,0,4167.41935484,0,4139.67741935,0,4149.03225806,0,0,0,?
2018-08-20 08:26:18.647000,4174.19354839,0,4160.0,0,4163.87096774,0,4153.22580645,0,4180.0,0,4133.5483871,0,4129.35483871,0,4162.25806452,0,4195.80645161,0,4159.67741935,0,4203.22580645,0,4179.67741935,0,4142.25806452,0,4160.0,0,0,0,?
2018-08-20 08:26:18.655000,4175.16129032,0,4135.16129032,0,4141.61290323,0,4174.83870968,0,4142.90322581,0,4140.64516129,0,4157.41935484,0,4151.61290323,0,4134.83870968,0,4160.96774194,0,4143.87096774,0,4139.03225806,0,4146.77419355,0,4155.16129032,0,0,0,?
2018-08-20 08:26:18.663000,4186.12903226,0,4186.77419355,0,4194.83870968,0,4197.41935484,0,4191.61290323,0,4140.64516129,0,4140.32258065,0,4169.35483871,0,4172.58064516,0,4169.03225806,0,4210.32258065,0,4205.80645161,0,4155.80645161,0,4167.41935484,0,0,0,?
2018-08-20 08:26:18.671000,4150.0,0,4137.74193548,0,4146.12903226,0,4146.4516129,0,4180.96774194,0,4163.5483871,0,4138.70967742,0,4161.29032258,0,4179.67741935,0,4140.64516129,0,4187.09677419,0,4183.87096774,0,4140.96774194,0,4136.4516129,0,0,0,?
2018-08-20 08:26:18.679000,4182.25806452,0,4155.48387097,0,4171.61290323,0,4155.48387097,0,4193.87096774,0,4150.32258065,0,4162.25806452,0,4173.22580645,0,4186.4516129,0,4166.12903226,0,4177.09677419,0,4161.61290323,0,4177.74193548,0,4183.87096774,0,0,0,?
2018-08-20 08:26:18.686000,4167.09677419,0,4188.06451613,0,4194.51612903,0,4149.35483871,0,4197.41935484,0,4137.41935484,0,4183.87096774,0,4181.61290323,0,4179.03225806,0,4189.67741935,0,4207.74193548,0,4193.22580645,0,4195.80645161,0,4180.32258065,0,0,0,?
2018-08-20 08:26:18.695000,4145.16129032,0,4130.0,0,4177.74193548,0,4109.03225806,0,4149.35483871,0,4152.90322581,0,4154.83870968,0,4163.87096774,0,4152.58064516,0,4177.41935484,0,4175.16129032,0,4175.16129032,0,4140.32258065,0,4152.25806452,0,0,0,?
2018-08-20 08:26:18.701000,4197.09677419,0,4167.74193548,0,4165.48387097,0,4149.35483871,0,4193.87096774,0,4147.41935484,0,4181.29032258,0,4174.51612903,0,4215.16129032,0,4187.41935484,0,4182.90322581,0,4164.51612903,0,4194.19354839,0,4186.77419355,0,0,0,?
2018-08-20 08:26:18.710000,4155.48387097,0,4133.5483871,0,4178.70967742,0,4150.64516129,0,4181.93548387,0,4156.4516129,0,4176.77419355,0,4169.35483871,0,4178.38709677,0,4143.87096774,0,4196.12903226,0,4187.09677419,0,4163.87096774,0,4134.83870968,0,0,0,?
2018-08-20 08:26:18.717000,4150.64516129,0,4148.06451613,0,4133.87096774,0,4131.93548387,0,4182.25806452,0,4154.19354839,0,4170.0,0,4170.64516129,0,4182.58064516,0,4138.38709677,0,4175.80645161,0,4190.96774194,0,4158.70967742,0,4139.67741935,0,0,0,?
2018-08-20 08:26:18.726000,4198.06451613,0,4178.38709677,0,4151.29032258,0,4161.29032258,0,4197.41935484,0,4155.80645161,0,4166.4516129,0,4179.03225806,0,4181.93548387,0,4162.58064516,0,4185.16129032,0,4202.58064516,0,4159.67741935,0,4173.5483871,0,0,0,?
2018-08-20 08:26:18.733000,4136.77419355,0,4156.12903226,0,4131.29032258,0,4155.48387097,0,4153.87096774,0,4164.83870968,0,4131.93548387,0,4167.74193548,0,4160.64516129,0,4130.32258065,0,4157.74193548,0,4132.25806452,0,4155.16129032,0,4134.51612903,0,0,0,?
2018-08-20 08:26:18.741000,4181.61290323,0,4167.74193548,0,4135.16129032,0,4163.5483871,0,4182.90322581,0,4146.12903226,0,4164.51612903,0,4174.19354839,0,4200.32258065,0,4136.4516129,0,4166.77419355,0,4196.12903226,0,4167.09677419,0,4137.74193548,0,0,0,?
2018-08-20 08:26:18.749000,4159.03225806,0,4166.12903226,0,4133.22580645,0,4133.87096774,0,4156.12903226,0,4153.5483871,0,4153.87096774,0,4167.41935484,0,4185.80645161,0,4166.4516129,0,4138.70967742,0,4165.48387097,0,4135.16129032,0,4129.03225806,0,0,0,?
2018-08-20 08:26:18.758000,4158.70967742,0,4157.09677419,0,4145.48387097,0,4140.32258065,0,4156.4516129,0,4147.09677419,0,4141.61290323,0,4169.35483871,0,4174.83870968,0,4145.16129032,0,4130.32258065,0,4141.61290323,0,4171.93548387,0,4178.38709677,0,0,0,?
2018-08-20 08:26:18.764000,4204.83870968,0,4199.35483871,0,4177.74193548,0,4196.77419355,0,4192.58064516,0,4141.61290323,0,4166.77419355,0,4172.25806452,0,4171.29032258,0,4133.22580645,0,4175.80645161,0,4190.96774194,0,4160.96774194,0,4174.51612903,0,0,0,?
2018-08-20 08:26:18.773000,4156.4516129,0,4162.90322581,0,4173.87096774,0,4162.90322581,0,4154.83870968,0,4156.12903226,0,4155.48387097,0,4158.38709677,0,4175.80645161,0,4145.80645161,0,4130.0,0,4153.22580645,0,4131.93548387,0,4171.61290323,0,0,0,?
2018-08-20 08:26:18.781000,4207.41935484,0,4197.74193548,0,4157.41935484,0,4149.67741935,0,4175.48387097,0,4134.19354839,0,4178.06451613,0,4177.09677419,0,4162.25806452,0,4160.0,0,4166.4516129,0,4206.12903226,0,4192.58064516,0,4178.70967742,0,0,0,?
2018-08-20 08:26:18.789000,4163.22580645,0,4146.4516129,0,4167.41935484,0,4163.5483871,0,4146.77419355,0,4137.09677419,0,4159.35483871,0,4172.58064516,0,4204.83870968,0,4178.06451613,0,4198.70967742,0,4177.09677419,0,4160.64516129,0,4146.77419355,0,0,0,?
2018-08-20 08:26:18.798000,4129.67741935,0,4164.83870968,0,4156.12903226,0,4130.64516129,0,4136.77419355,0,4140.0,0,4149.67741935,0,4165.80645161,0,4186.4516129,0,4152.90322581,0,4152.90322581,0,4148.06451613,0,4136.77419355,0,4172.90322581,0,0,0,?
2018-08-20 08:26:18.804000,4170.0,0,4154.83870968,0,4140.0,0,4178.38709677,0,4176.4516129,0,4133.87096774,0,4175.80645161,0,4174.83870968,0,4167.41935484,0,4157.09677419,0,4191.61290323,0,4200.64516129,0,4178.06451613,0,4162.25806452,0,0,0,?
2018-08-20 08:26:18.812000,4149.67741935,0,4148.06451613,0,4125.48387097,0,4140.64516129,0,4134.51612903,0,4150.96774194,0,4145.48387097,0,4164.51612903,0,4162.25806452,0,4157.41935484,0,4138.38709677,0,4162.58064516,0,4136.12903226,0,4132.58064516,0,0,0,?
2018-08-20 08:26:18.821000,4159.03225806,0,4157.09677419,0,4136.12903226,0,4147.41935484,0,4158.70967742,0,4146.12903226,0,4159.67741935,0,4180.96774194,0,4187.09677419,0,4161.29032258,0,4195.16129032,0,4202.58064516,0,4180.32258065,0,4142.58064516,0,0,0,?
2018-08-20 08:26:18.830000,4167.41935484,0,4178.06451613,0,4148.06451613,0,4135.16129032,0,4162.90322581,0,4160.0,0,4154.19354839,0,4179.35483871,0,4175.48387097,0,4149.67741935,0,4170.96774194,0,4172.58064516,0,4155.16129032,0,4150.96774194,0,0,0,?
2018-08-20 08:26:18.838000,4132.25806452,0,4153.22580645,0,4175.16129032,0,4165.80645161,0,4153.87096774,0,4160.64516129,0,4129.35483871,0,4166.4516129,0,4131.93548387,0,4165.80645161,0,4168.06451613,0,4135.80645161,0,4169.35483871,0,4168.06451613,0,0,0,?
2018-08-20 08:26:18.846000,4172.90322581,0,4171.61290323,0,4149.67741935,0,4152.58064516,0,4169.35483871,0,4143.5483871,0,4138.38709677,0,4168.06451613,0,4180.32258065,0,4157.09677419,0,4168.70967742,0,4187.09677419,0,4156.12903226,0,4158.06451613,0,0,0,?
2018-08-20 08:26:18.853000,4168.70967742,0,4162.25806452,0,4145.16129032,0,4122.58064516,0,4164.19354839,0,4151.29032258,0,4168.06451613,0,4155.80645161,0,4136.4516129,0,4142.58064516,0,4169.35483871,0,4138.70967742,0,4170.0,0,4142.90322581,0,0,0,?
2018-08-20 08:26:18.862000,4161.93548387,0,4154.83870968,0,4132.90322581,0,4154.19354839,0,4142.25806452,0,4136.12903226,0,4137.41935484,0,4167.09677419,0,4160.0,0,4174.51612903,0,4152.58064516,0,4160.96774194,0,4148.70967742,0,4130.96774194,0,0,0,?
2018-08-20 08:26:18.869000,4138.06451613,0,4139.35483871,0,4164.83870968,0,4160.32258065,0,4154.51612903,0,4141.29032258,0,4129.03225806,0,4161.29032258,0,4172.90322581,0,4157.41935484,0,4165.16129032,0,4143.5483871,0,4164.19354839,0,4168.06451613,0,0,0,?
2018-08-20 08:26:18.878000,4136.4516129,0,4147.41935484,0,4139.67741935,0,4158.38709677,0,4143.5483871,0,4148.70967742,0,4172.90322581,0,4158.06451613,0,4162.58064516,0,4138.38709677,0,4137.09677419,0,4132.90322581,0,4154.51612903,0,4134.51612903,0,0,0,?
2018-08-20 08:26:18.886000,4168.06451613,0,4171.93548387,0,4159.03225806,0,4157.41935484,0,4172.90322581,0,4143.87096774,0,4168.38709677,0,4181.61290323,0,4214.51612903,0,4193.5483871,0,4210.96774194,0,4173.5483871,0,4188.70967742,0,4165.16129032,0,0,0,?
2018-08-20 08:26:18.892000,4139.03225806,0,4155.16129032,0,4173.87096774,0,4123.5483871,0,4129.03225806,0,4154.83870968,0,4146.4516129,0,4172.58064516,0,4209.35483871,0,4156.12903226,0,4184.19354839,0,4181.61290323,0,4150.96774194,0,4130.96774194,0,0,0,?
2018-08-20 08:26:18.899000,4152.25806452,0,4170.96774194,0,4147.74193548,0,4178.06451613,0,4163.87096774,0,4138.38709677,0,4155.48387097,0,4170.96774194,0,4180.0,0,4151.93548387,0,4185.48387097,0,4189.67741935,0,4163.22580645,0,4163.22580645,0,0,0,?
2018-08-20 08:26:18.908000,4173.22580645,0,4137.41935484,0,4130.96774194,0,4160.32258065,0,4178.38709677,0,4148.38709677,0,4163.5483871,0,4167.74193548,0,4155.16129032,0,4168.38709677,0,4138.70967742,0,4165.48387097,0,4178.38709677,0,4173.5483871,0,0,0,?
2018-08-20 08:26:18.916000,4130.0,0,4155.48387097,0,4153.22580645,0,4151.61290323,0,4150.0,0,4157.41935484,0,4147.74193548,0,4164.83870968,0,4126.4516129,0,4130.64516129,0,4138.70967742,0,4170.96774194,0,4144.51612903,0,4108.38709677,0,0,0,?
2018-08-20 08:26:18.924000,4160.32258065,0,4176.12903226,0,4165.48387097,0,4129.03225806,0,4176.12903226,0,4139.03225806,0,4172.25806452,0,4171.93548387,0,4160.32258065,0,4160.96774194,0,4185.16129032,0,4200.96774194,0,4180.32258065,0,4151.61290323,0,0,0,?
2018-08-20 08:26:18.930000,4129.67741935,0,4133.87096774,0,4172.25806452,0,4140.32258065,0,4137.09677419,0,4153.22580645,0,4143.5483871,0,4154.51612903,0,4188.06451613,0,4175.16129032,0,4150.0,0,4168.38709677,0,4146.12903226,0,4174.19354839,0,0,0,?
2018-08-20 08:26:18.939000,4165.16129032,0,4162.25806452,0,4148.06451613,0,4144.83870968,0,4157.41935484,0,4146.77419355,0,4143.22580645,0,4164.51612903,0,4210.64516129,0,4143.5483871,0,4152.25806452,0,4169.67741935,0,4137.74193548,0,4144.51612903,0,0,0,?
2018-08-20 08:26:18.947000,4166.4516129,0,4178.38709677,0,4148.38709677,0,4159.67741935,0,4160.0,0,4140.0,0,4140.32258065,0,4169.03225806,0,4182.90322581,0,4176.4516129,0,4169.03225806,0,4162.58064516,0,4168.38709677,0,4135.80645161,0,0,0,?
2018-08-20 08:26:18.953000,4165.80645161,0,4141.29032258,0,4165.80645161,0,4154.83870968,0,4133.5483871,0,4145.80645161,0,4168.38709677,0,4157.09677419,0,4140.0,0,4123.5483871,0,4123.22580645,0,4130.96774194,0,4153.5483871,0,4138.70967742,0,0,0,?
2018-08-20 08:26:18.962000,4198.70967742,0,4201.29032258,0,4188.06451613,0,4160.0,0,4186.77419355,0,4143.22580645,0,4150.64516129,0,4163.87096774,0,4170.64516129,0,4163.22580645,0,4191.29032258,0,4209.03225806,0,4190.96774194,0,4193.22580645,0,0,0,?
2018-08-20 08:26:18.969000,4165.16129032,0,4160.96774194,0,4148.38709677,0,4171.29032258,0,4149.35483871,0,4159.35483871,0,4141.61290323,0,4152.58064516,0,4133.87096774,0,4176.12903226,0,4150.96774194,0,4167.41935484,0,4150.64516129,0,4164.51612903,0,0,0,?
2018-08-20 08:26:18.978000,4185.80645161,0,4185.80645161,0,4161.93548387,0,4138.70967742,0,4158.06451613,0,4149.35483871,0,4168.06451613,0,4170.64516129,0,4159.35483871,0,4144.19354839,0,4150.0,0,4178.38709677,0,4159.03225806,0,4167.09677419,0,0,0,?
2018-08-20 08:26:18.985000,4171.61290323,0,4178.38709677,0,4191.61290323,0,4168.38709677,0,4190.0,0,4152.25806452,0,4197.09677419,0,4185.48387097,0,4190.96774194,0,4187.74193548,0,4202.58064516,0,4167.74193548,0,4193.22580645,0,4197.41935484,0,0,0,?
2018-08-20 08:26:18.992000,4182.90322581,0,4198.06451613,0,4174.83870968,0,4151.29032258,0,4160.64516129,0,4170.64516129,0,4173.5483871,0,4171.93548387,0,4188.70967742,0,4160.0,0,4187.41935484,0,4196.12903226,0,4179.67741935,0,4171.29032258,0,0,0,?
2018-08-20 08:26:19.001000,4179.67741935,0,4184.19354839,0,4163.22580645,0,4205.16129032,0,4185.80645161,0,4156.12903226,0,4184.51612903,0,4179.03225806,0,4221.29032258,0,4170.96774194,0,4187.09677419,0,4192.58064516,0,4211.29032258,0,4172.58064516,0,0,0,?
2018-08-20 08:26:19.010000,4159.67741935,0,4167.41935484,0,4135.48387097,0,4138.70967742,0,4161.29032258,0,4160.0,0,4156.77419355,0,4173.87096774,0,4176.77419355,0,4158.06451613,0,4153.87096774,0,4167.41935484,0,4133.22580645,0,4135.48387097,0,0,0,?
2018-08-20 08:26:19.017000,4156.77419355,0,4164.83870968,0,4137.09677419,0,4139.67741935,0,4174.19354839,0,4148.70967742,0,4156.77419355,0,4179.35483871,0,4169.03225806,0,4151.29032258,0,4150.96774194,0,4155.80645161,0,4145.16129032,0,4129.67741935,0,0,0,?
2018-08-20 08:26:19.026000,4190.96774194,0,4194.83870968,0,4163.5483871,0,4151.93548387,0,4174.83870968,0,4141.29032258,0,4155.48387097,0,4171.61290323,0,4151.61290323,0,4183.22580645,0,4190.32258065,0,4191.93548387,0,4178.38709677,0,4180.32258065,0,0,0,?
2018-08-20 08:26:19.032000,4139.67741935,0,4150.96774194,0,4168.70967742,0,4147.09677419,0,4132.25806452,0,4154.51612903,0,4163.22580645,0,4150.64516129,0,4116.77419355,0,4129.03225806,0,4134.83870968,0,4145.16129032,0,4130.32258065,0,4133.87096774,0,0,0,?
2018-08-20 08:26:19.042000,4206.77419355,0,4204.83870968,0,4177.09677419,0,4172.90322581,0,4179.35483871,0,4146.12903226,0,4150.96774194,0,4167.74193548,0,4166.4516129,0,4187.41935484,0,4200.64516129,0,4199.03225806,0,4172.25806452,0,4194.83870968,0,0,0,?
2018-08-20 08:26:19.049000,4168.06451613,0,4161.61290323,0,4137.09677419,0,4131.61290323,0,4152.58064516,0,4161.93548387,0,4161.61290323,0,4164.19354839,0,4176.4516129,0,4150.64516129,0,4156.77419355,0,4164.51612903,0,4136.12903226,0,4147.09677419,0,0,0,?
2018-08-20 08:26:19.057000,4154.83870968,0,4148.70967742,0,4177.09677419,0,4172.90322581,0,4148.70967742,0,4159.35483871,0,4165.16129032,0,4166.12903226,0,4167.09677419,0,4151.61290323,0,4155.16129032,0,4168.38709677,0,4158.06451613,0,4175.48387097,0,0,0,?
2018-08-20 08:26:19.066000,4204.83870968,0,4196.12903226,0,4161.29032258,0,4177.74193548,0,4170.96774194,0,4144.51612903,0,4177.41935484,0,4172.90322581,0,4165.80645161,0,4205.16129032,0,4163.87096774,0,4176.77419355,0,4210.0,0,4164.51612903,0,0,0,?
2018-08-20 08:26:19.073000,4174.51612903,0,4170.64516129,0,4136.4516129,0,4170.32258065,0,4131.29032258,0,4151.29032258,0,4149.35483871,0,4165.80645161,0,4180.32258065,0,4161.61290323,0,4168.70967742,0,4182.90322581,0,4171.61290323,0,4140.0,0,0,0,?
2018-08-20 08:26:19.080000,4179.67741935,0,4165.48387097,0,4198.70967742,0,4139.67741935,0,4163.87096774,0,4143.87096774,0,4158.38709677,0,4177.09677419,0,4164.19354839,0,4199.03225806,0,4169.35483871,0,4211.29032258,0,4164.51612903,0,4170.32258065,0,0,0,?
2018-08-20 08:26:19.088000,4178.06451613,0,4164.19354839,0,4153.22580645,0,4160.64516129,0,4137.09677419,0,4147.09677419,0,4178.70967742,0,4157.74193548,0,4168.06451613,0,4150.96774194,0,4175.16129032,0,4169.67741935,0,4172.58064516,0,4166.77419355,0,0,0,?
2018-08-20 08:26:19.099000,4149.35483871,0,4131.61290323,0,4175.16129032,0,4129.35483871,0,4173.5483871,0,4132.58064516,0,4169.03225806,0,4146.4516129,0,4170.0,0,4148.06451613,0,4157.41935484,0,4160.64516129,0,4152.25806452,0,4177.09677419,0,0,0,?
2018-08-20 08:26:19.104000,4182.90322581,0,4150.64516129,0,4154.83870968,0,4173.22580645,0,4160.96774194,0,4135.48387097,0,4140.64516129,0,4159.35483871,0,4189.35483871,0,4199.67741935,0,4202.25806452,0,4197.74193548,0,4171.29032258,0,4163.87096774,0,0,0,?
2018-08-20 08:26:19.113000,4166.4516129,0,4136.77419355,0,4158.70967742,0,4166.77419355,0,4135.80645161,0,4155.48387097,0,4162.25806452,0,4157.74193548,0,4190.96774194,0,4137.09677419,0,4148.38709677,0,4138.70967742,0,4165.16129032,0,4151.61290323,0,0,0,?
2018-08-20 08:26:19.120000,4174.51612903,0,4138.38709677,0,4161.93548387,0,4188.38709677,0,4173.87096774,0,4139.67741935,0,4138.06451613,0,4170.32258065,0,4162.25806452,0,4187.09677419,0,4161.29032258,0,4187.74193548,0,4164.19354839,0,4167.74193548,0,0,0,?
2018-08-20 08:26:19.129000,4175.48387097,0,4134.51612903,0,4153.87096774,0,4167.41935484,0,4173.5483871,0,4160.96774194,0,4154.19354839,0,4160.64516129,0,4165.48387097,0,4163.5483871,0,4196.4516129,0,4175.48387097,0,4151.61290323,0,4175.48387097,0,0,0,?
2018-08-20 08:26:19.137000,4157.09677419,0,4165.16129032,0,4143.22580645,0,4177.41935484,0,4162.25806452,0,4160.96774194,0,4159.67741935,0,4160.0,0,4149.03225806,0,4139.35483871,0,4184.19354839,0,4159.67741935,0,4142.58064516,0,4169.35483871,0,0,0,?
2018-08-20 08:26:19.145000,4177.09677419,0,4130.96774194,0,4158.38709677,0,4162.25806452,0,4172.25806452,0,4135.48387097,0,4175.48387097,0,4177.74193548,0,4184.51612903,0,4176.77419355,0,4179.67741935,0,4196.4516129,0,4170.96774194,0,4190.96774194,0,0,0,?
2018-08-20 08:26:19.152000,4159.03225806,0,4118.06451613,0,4151.61290323,0,4158.70967742,0,4141.61290323,0,4148.38709677,0,4154.19354839,0,4169.35483871,0,4166.4516129,0,4161.61290323,0,4162.25806452,0,4134.83870968,0,4165.16129032,0,4172.90322581,0,0,0,?
2018-08-20 08:26:19.160000,4183.87096774,0,4135.16129032,0,4168.06451613,0,4150.0,0,4190.32258065,0,4149.03225806,0,4185.48387097,0,4180.96774194,0,4182.58064516,0,4164.19354839,0,4183.5483871,0,4186.77419355,0,4173.87096774,0,4206.4516129,0,0,0,?
2018-08-20 08:26:19.168000,4198.38709677,0,4140.96774194,0,4164.19354839,0,4149.03225806,0,4176.4516129,0,4158.38709677,0,4178.38709677,0,4181.29032258,0,4242.90322581,0,4172.58064516,0,4211.93548387,0,4198.70967742,0,4189.67741935,0,4210.32258065,0,0,0,?
2018-08-20 08:26:19.176000,4183.5483871,0,4156.77419355,0,4149.35483871,0,4145.16129032,0,4164.51612903,0,4158.70967742,0,4162.90322581,0,4176.12903226,0,4178.70967742,0,4168.06451613,0,4212.90322581,0,4197.09677419,0,4191.93548387,0,4191.61290323,0,0,0,?
2018-08-20 08:26:19.183000,4183.87096774,0,4148.70967742,0,4191.93548387,0,4166.77419355,0,4166.4516129,0,4152.25806452,0,4187.09677419,0,4180.64516129,0,4192.25806452,0,4161.93548387,0,4209.67741935,0,4194.19354839,0,4172.25806452,0,4200.32258065,0,0,0,?
2018-08-20 08:26:19.192000,4152.90322581,0,4149.67741935,0,4170.0,0,4140.64516129,0,4178.38709677,0,4167.41935484,0,4140.96774194,0,4164.83870968,0,4151.61290323,0,4130.0,0,4168.38709677,0,4163.22580645,0,4148.06451613,0,4153.5483871,0,0,0,?
2018-08-20 08:26:19.199000,4183.5483871,0,4175.80645161,0,4143.5483871,0,4160.64516129,0,4200.64516129,0,4158.70967742,0,4138.06451613,0,4174.83870968,0,4220.64516129,0,4177.41935484,0,4209.03225806,0,4197.09677419,0,4180.0,0,4169.67741935,0,0,0,?
2018-08-20 08:26:19.208000,4183.5483871,0,4158.70967742,0,4137.09677419,0,4162.58064516,0,4201.29032258,0,4168.38709677,0,4152.58064516,0,4176.4516129,0,4239.03225806,0,4183.22580645,0,4210.32258065,0,4205.48387097,0,4172.90322581,0,4174.19354839,0,0,0,?
2018-08-20 08:26:19.215000,4135.48387097,0,4129.35483871,0,4169.35483871,0,4178.38709677,0,4191.29032258,0,4177.74193548,0,4167.09677419,0,4174.19354839,0,4191.29032258,0,4142.25806452,0,4210.32258065,0,4168.06451613,0,4145.48387097,0,4142.58064516,0,0,0,?
2018-08-20 08:26:19.223000,4193.87096774,0,4150.64516129,0,4176.12903226,0,4190.64516129,0,4185.48387097,0,4168.38709677,0,4204.51612903,0,4182.58064516,0,4237.41935484,0,4200.96774194,0,4217.74193548,0,4176.4516129,0,4191.93548387,0,4203.5483871,0,0,0,?
2018-08-20 08:26:19.231000,4159.35483871,0,4135.16129032,0,4138.06451613,0,4175.16129032,0,4197.74193548,0,4175.80645161,0,4184.83870968,0,4173.22580645,0,4171.29032258,0,4148.38709677,0,4166.12903226,0,4194.83870968,0,4148.06451613,0,4147.09677419,0,0,0,?
2018-08-20 08:26:19.238000,4184.83870968,0,4167.41935484,0,4172.25806452,0,4156.12903226,0,4169.03225806,0,4159.67741935,0,4204.83870968,0,4189.67741935,0,4234.83870968,0,4172.90322581,0,4193.87096774,0,4171.93548387,0,4182.25806452,0,4170.32258065,0,0,0,?
2018-08-20 08:26:19.246000,4168.38709677,0,4143.5483871,0,4162.58064516,0,4170.64516129,0,4210.64516129,0,4160.32258065,0,4203.5483871,0,4185.16129032,0,4198.70967742,0,4168.38709677,0,4179.35483871,0,4210.96774194,0,4168.06451613,0,4166.12903226,0,0,0,?
2018-08-20 08:26:19.254000,4138.70967742,0,4150.64516129,0,4137.09677419,0,4173.87096774,0,4172.90322581,0,4160.64516129,0,4171.29032258,0,4171.61290323,0,4210.32258065,0,4135.48387097,0,4191.29032258,0,4175.16129032,0,4145.48387097,0,4141.61290323,0,0,0,?
2018-08-20 08:26:19.262000,4206.12903226,0,4162.58064516,0,4191.61290323,0,4164.19354839,0,4162.58064516,0,4147.09677419,0,4185.16129032,0,4178.38709677,0,4211.29032258,0,4197.74193548,0,4225.16129032,0,4181.29032258,0,4162.90322581,0,4163.87096774,0,0,0,?
2018-08-20 08:26:19.269000,4174.51612903,0,4153.22580645,0,4169.03225806,0,4158.06451613,0,4167.74193548,0,4166.77419355,0,4157.74193548,0,4159.35483871,0,4192.90322581,0,4171.29032258,0,4208.06451613,0,4161.29032258,0,4148.70967742,0,4131.93548387,0,0,0,?
2018-08-20 08:26:19.277000,4131.93548387,0,4149.67741935,0,4129.35483871,0,4171.61290323,0,4167.74193548,0,4153.87096774,0,4166.12903226,0,4165.48387097,0,4190.96774194,0,4179.03225806,0,4210.64516129,0,4175.16129032,0,4155.16129032,0,4133.87096774,0,0,0,?
2018-08-20 08:26:19.285000,4149.67741935,0,4165.16129032,0,4147.41935484,0,4170.96774194,0,4183.22580645,0,4154.83870968,0,4167.74193548,0,4171.29032258,0,4185.48387097,0,4140.32258065,0,4162.90322581,0,4183.5483871,0,4160.96774194,0,4147.74193548,0,0,0,?
2018-08-20 08:26:19.294000,4146.77419355,0,4154.19354839,0,4166.4516129,0,4141.93548387,0,4179.35483871,0,4171.93548387,0,4145.80645161,0,4162.58064516,0,4163.87096774,0,4149.03225806,0,4159.67741935,0,4176.77419355,0,4169.03225806,0,4156.77419355,0,0,0,?
2018-08-20 08:26:19.301000,4156.77419355,0,4157.09677419,0,4161.61290323,0,4155.48387097,0,4162.58064516,0,4155.16129032,0,4172.58064516,0,4175.48387097,0,4194.19354839,0,4169.03225806,0,4180.96774194,0,4191.93548387,0,4164.83870968,0,4175.48387097,0,0,0,?
2018-08-20 08:26:19.309000,4163.5483871,0,4141.61290323,0,4165.16129032,0,4162.25806452,0,4164.51612903,0,4159.67741935,0,4145.48387097,0,4170.0,0,4148.38709677,0,4173.22580645,0,4184.19354839,0,4164.83870968,0,4172.58064516,0,4172.25806452,0,0,0,?
